STATEFP,COUNTYFP,TRACTCE,geocode,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME.y,total_pop,total_HU,total_vacant,med_HH_Income,workfulltime_ins,HH_SSIncome,B17006_006E,disabled_belpov,disabled_nopov,HH_oneworker,HH_oneearner,B10010_003E,child_disabled_publicins,child_disabled_privateins,B27003_001E,B27002_001E,totalpop_35_64,empins_35_64,indins_35_64,medicare_35_64,medicaid_35_64,tricare_35_64,VAins35_64,blackpop,whitepop,poverty,childpop,povertychild,internetaccess,HHwithchildSNAP,ownernovehicle,renternovehicle,racehispanic,PCTdisabled_belpov,PCTdisabled_nopov,PCTHH_oneworker,PCTHH_oneearner,PCT_RecSSI,PCTchild_disabled_publicins,PCTchild_disabled_privateins,PCTPrivate35_64,PCTPublic35_64,PCTblack,PCTwhite,PCTpov,PCTchildpov,PCTvacant,PCTinternetaccess,PCTfamiliesSNAP,PCTnovehicle,PCThispanic,geometry
42,101,032500,42101032500,325,Census Tract 325,G5020,S,839319,0,40.0263918,-75.0452561,"Census Tract 325, Philadelphia County, Pennsylvania",6100,2416,378,45163,1331,231,131,214,528,760,482,NA,1161,344,6100,6100,1976,907,46,66,623,0,22,1228,2954,1504,1646,471,2174,626,80,436,1122,0.035081967,0.086557377,0.124590164,0.079016393,0.095612583,0.190327869,0.056393443,0.482287449,0.359817814,0.201311475,0.484262295,0.246557377,0.286148238,0.156456954,0.899834437,0.25910596,0.213576159,0.183934426,"MULTIPOLYGON (((-75.0511 40.02641, -75.04927 40.02735, -75.04751 40.02826, -75.04745 40.02829, -75.0479 40.02881, -75.04836 40.02932, -75.04925 40.03035, -75.05034 40.0316, -75.05097 40.03232, -75.04991 40.03261, -75.0487 40.03294, -75.04857 40.03298, -75.04772 40.0333, -75.04677 40.03368, -75.04671 40.03358, -75.04613 40.03292, -75.04555 40.03226, -75.04511 40.03175, -75.04466 40.03123, -75.04421 40.03072, -75.04376 40.0302, -75.0433 40.02969, -75.04286 40.02918, -75.0424 40.02867, -75.04196 40.02815, -75.04151 40.02763, -75.04104 40.02709, -75.04104 40.02699, -75.04064 40.02654, -75.04022 40.02606, -75.03977 40.02555, -75.03933 40.02503, -75.03862 40.02424, -75.03868 40.02421, -75.03892 40.0241, -75.04 40.02363, -75.03949 40.02296, -75.03945 40.02292, -75.04021 40.02247, -75.0405 40.0223, -75.04076 40.02215, -75.04103 40.022, -75.04132 40.02185, -75.0416 40.0217, -75.04217 40.02141, -75.04332 40.02084, -75.04351 40.02075, -75.04372 40.02065, -75.04388 40.02057, -75.04441 40.02033, -75.04444 40.02031, -75.04476 40.02016, -75.04505 40.02002, -75.04538 40.01987, -75.04574 40.02027, -75.0461 40.02069, -75.04661 40.02127, -75.04706 40.02178, -75.04751 40.0223, -75.04792 40.02277, -75.04837 40.02329, -75.04843 40.02335, -75.04885 40.02384, -75.04889 40.02388, -75.0493 40.02435, -75.04976 40.02487, -75.0502 40.02538, -75.05065 40.02589, -75.0511 40.02641)))"
42,101,032600,42101032600,326,Census Tract 326,G5020,S,809320,0,40.0302727,-75.0396256,"Census Tract 326, Philadelphia County, Pennsylvania",7991,2919,102,64488,2386,152,0,94,667,1057,759,NA,1803,698,7991,7991,3216,1698,169,122,626,0,12,989,4541,1197,2269,319,2677,719,348,152,1278,0.011763234,0.083468903,0.132273808,0.094981855,0.052072628,0.225628832,0.087348267,0.580534826,0.236318408,0.123764235,0.568264297,0.149793518,0.140590569,0.034943474,0.917094896,0.246317232,0.171291538,0.159929921,"MULTIPOLYGON (((-75.04677 40.03368, -75.04666 40.03373, -75.0458 40.03417, -75.04493 40.03464, -75.04467 40.03477, -75.04405 40.0351, -75.0432 40.03554, -75.04243 40.03596, -75.04168 40.03634, -75.04086 40.03676, -75.04045 40.03654, -75.04034 40.03646, -75.04002 40.03608, -75.03947 40.0354, -75.03905 40.03488, -75.03862 40.03435, -75.03819 40.03383, -75.03775 40.03331, -75.03733 40.03278, -75.03691 40.03225, -75.03648 40.03173, -75.03606 40.03121, -75.03574 40.03082, -75.03562 40.03068, -75.03517 40.03012, -75.0351 40.03004, -75.03475 40.02959, -75.03435 40.0291, -75.03394 40.02856, -75.03352 40.02803, -75.03311 40.0275, -75.03275 40.02705, -75.03325 40.02674, -75.03402 40.02626, -75.03471 40.02583, -75.03485 40.02574, -75.03511 40.02558, -75.03525 40.02549, -75.03613 40.02495, -75.03618 40.02492, -75.03665 40.02463, -75.03671 40.02459, -75.03751 40.02409, -75.03778 40.02393, -75.03805 40.02376, -75.03913 40.02311, -75.03945 40.02292, -75.03949 40.02296, -75.04 40.02363, -75.03892 40.0241, -75.03868 40.02421, -75.03862 40.02424, -75.03933 40.02503, -75.03977 40.02555, -75.04022 40.02606, -75.04064 40.02654, -75.04104 40.02699, -75.04104 40.02709, -75.04151 40.02763, -75.04196 40.02815, -75.0424 40.02867, -75.04286 40.02918, -75.0433 40.02969, -75.04376 40.0302, -75.04421 40.03072, -75.04466 40.03123, -75.04511 40.03175, -75.04555 40.03226, -75.04613 40.03292, -75.04671 40.03358, -75.04677 40.03368)))"
42,101,989100,42101989100,9891,Census Tract 9891,G5020,S,2785522,1532456,40.0360901,-75.0053457,"Census Tract 9891, Philadelphia County, Pennsylvania",1749,0,0,NA,0,0,0,11,0,0,0,NA,0,0,50,50,50,0,0,0,39,0,0,1272,241,17,0,0,0,0,0,0,296,0.006289308,0,0,0,NA,0,0,0,0.78,0.727272727,0.137793025,0.00971984,NA,NA,NA,NA,NA,0.169239565,"MULTIPOLYGON (((-75.02251 40.03083, -75.02176 40.03124, -75.02157 40.03135, -75.02127 40.03152, -75.02056 40.03192, -75.01994 40.03227, -75.01984 40.03232, -75.01814 40.03327, -75.01805 40.03332, -75.01797 40.03336, -75.01817 40.0335, -75.01862 40.03366, -75.01959 40.03374, -75.01986 40.03376, -75.02 40.03377, -75.02011 40.03377, -75.02022 40.03378, -75.02043 40.03379, -75.02083 40.03378, -75.02125 40.03374, -75.02142 40.03375, -75.02157 40.03381, -75.02173 40.03392, -75.0218 40.03401, -75.02189 40.03411, -75.02195 40.03422, -75.02195 40.03435, -75.02191 40.03451, -75.02173 40.03482, -75.02151 40.03515, -75.02135 40.03544, -75.02129 40.03562, -75.0213 40.03582, -75.02134 40.03607, -75.0215 40.03638, -75.02163 40.03663, -75.02181 40.03702, -75.02168 40.03709, -75.01967 40.03813, -75.01902 40.03847, -75.01843 40.03877, -75.01783 40.03908, -75.01703 40.0395, -75.01621 40.03991, -75.01535 40.03894, -75.015 40.0391, -75.01432 40.03945, -75.01254 40.03803, -75.01195 40.03824, -75.01165 40.03836, -75.01134 40.03848, -75.01104 40.0386, -75.01074 40.03873, -75.01045 40.03887, -75.01016 40.03901, -75.0101 40.03904, -75.00987 40.03915, -75.00959 40.0393, -75.00943 40.03937, -75.00901 40.03959, -75.00873 40.03973, -75.00844 40.03988, -75.00817 40.04003, -75.00789 40.04019, -75.00735 40.04051, -75.00681 40.04084, -75.00654 40.041, -75.00628 40.04116, -75.00519 40.04181, -75.00351 40.04282, -75.00297 40.04315, -75.00062 40.04458, -75.00035 40.04474, -75.00008 40.0449, -74.99981 40.04507, -74.99954 40.04523, -74.99873 40.04572, -74.99712 40.04669, -74.99631 40.04718, -74.99627 40.0472, -74.9954 40.04644, -74.99472 40.04584, -74.9941 40.0453, -74.99382 40.04504, -74.99349 40.04476, -74.9932 40.04449, -74.99288 40.04421, -74.99227 40.04368, -74.99166 40.04313, -74.99098 40.04253, -74.99094 40.04252, -74.99061 40.04237, -74.9903 40.04238, -74.98657 40.03896, -74.98764 40.03819, -74.99007 40.03643, -74.99409 40.03341, -74.9953 40.03257, -74.9962 40.03193, -74.99711 40.03129, -74.99817 40.03051, -75.00062 40.0287, -75.00198 40.02798, -75.00335 40.02726, -75.00385 40.027, -75.01037 40.02249, -75.01242 40.02092, -75.01324 40.0203, -75.01378 40.02017, -75.01558 40.02313, -75.01977 40.02793, -75.0218 40.03026, -75.02194 40.03045, -75.02251 40.03083)))"
42,101,032900,42101032900,329,Census Tract 329,G5020,S,922923,10049,40.0382801,-75.0250094,"Census Tract 329, Philadelphia County, Pennsylvania",3702,1850,183,41563,1136,197,128,191,289,838,274,NA,503,153,3702,3702,1851,717,55,121,388,0,0,722,2109,1127,732,432,1510,475,114,303,1041,0.051593733,0.07806591,0.226364127,0.074014046,0.106486486,0.135872501,0.041329011,0.417071853,0.274986494,0.195029714,0.569692058,0.304430038,0.590163934,0.098918919,0.816216216,0.256756757,0.225405405,0.281199352,"MULTIPOLYGON (((-75.03343 40.03947, -75.03266 40.03976, -75.03256 40.03979, -75.03171 40.04011, -75.03134 40.04024, -75.03084 40.04042, -75.02998 40.04074, -75.02826 40.04136, -75.02562 40.04232, -75.02388 40.04295, -75.02185 40.04368, -75.02175 40.04367, -75.02171 40.04366, -75.02158 40.04365, -75.02134 40.04363, -75.02062 40.04356, -75.0205 40.04354, -75.02059 40.04337, -75.02064 40.04316, -75.02069 40.04267, -75.02072 40.0425, -75.02081 40.0423, -75.02096 40.04194, -75.02114 40.04136, -75.02128 40.04102, -75.02144 40.04055, -75.02156 40.04022, -75.02167 40.04003, -75.02171 40.03985, -75.02186 40.03952, -75.02196 40.03912, -75.02209 40.03845, -75.02212 40.03806, -75.0221 40.03776, -75.02204 40.03753, -75.02189 40.03722, -75.02181 40.03702, -75.02163 40.03663, -75.0215 40.03638, -75.02134 40.03607, -75.0213 40.03582, -75.02129 40.03562, -75.02135 40.03544, -75.02151 40.03515, -75.02173 40.03482, -75.02191 40.03451, -75.02195 40.03435, -75.02195 40.03422, -75.02189 40.03411, -75.0218 40.03401, -75.02173 40.03392, -75.02183 40.03386, -75.02254 40.03344, -75.0228 40.03327, -75.02307 40.03311, -75.02338 40.03292, -75.02453 40.0322, -75.02546 40.03162, -75.02666 40.03086, -75.02758 40.03028, -75.02785 40.03011, -75.02838 40.02978, -75.02841 40.02976, -75.02971 40.03095, -75.02911 40.03128, -75.02858 40.03157, -75.02798 40.03189, -75.02915 40.03323, -75.02988 40.03407, -75.03066 40.03496, -75.03079 40.03519, -75.03091 40.03536, -75.03138 40.03614, -75.0319 40.03699, -75.0323 40.03762, -75.03262 40.03815, -75.03299 40.03876, -75.03338 40.03937, -75.03343 40.03947)))"
42,101,033000,42101033000,330,Census Tract 330,G5020,S,733440,0,40.0335999,-75.0338545,"Census Tract 330, Philadelphia County, Pennsylvania",10074,3148,73,46884,2086,525,117,592,550,1000,963,NA,2245,1129,10074,10074,3348,1326,183,24,1275,0,0,1747,4933,3583,3207,1425,2630,2718,194,289,2825,0.058765138,0.05459599,0.099265436,0.095592615,0.166772554,0.222850903,0.112070677,0.450716846,0.387992832,0.173416716,0.489676395,0.355668056,0.444340505,0.023189327,0.83545108,0.863405337,0.15343075,0.280424856,"MULTIPOLYGON (((-75.04067 40.03683, -75.04059 40.03686, -75.03988 40.03712, -75.03972 40.03718, -75.03958 40.03723, -75.03929 40.03734, -75.03886 40.03749, -75.03869 40.03755, -75.03799 40.0378, -75.03739 40.03803, -75.03714 40.03812, -75.03687 40.03822, -75.03628 40.03844, -75.03559 40.03869, -75.03533 40.03879, -75.035 40.03891, -75.03442 40.03912, -75.03343 40.03947, -75.03338 40.03937, -75.03299 40.03876, -75.03262 40.03815, -75.0323 40.03762, -75.0319 40.03699, -75.03138 40.03614, -75.03091 40.03536, -75.03079 40.03519, -75.03066 40.03496, -75.02988 40.03407, -75.02915 40.03323, -75.02798 40.03189, -75.02858 40.03157, -75.02911 40.03128, -75.02971 40.03095, -75.02841 40.02976, -75.02864 40.02961, -75.02891 40.02945, -75.02944 40.02911, -75.02997 40.02878, -75.03059 40.0284, -75.03086 40.02823, -75.03136 40.02791, -75.03139 40.0279, -75.03166 40.02773, -75.03219 40.0274, -75.03275 40.02705, -75.03311 40.0275, -75.03352 40.02803, -75.03394 40.02856, -75.03435 40.0291, -75.03475 40.02959, -75.0351 40.03004, -75.03517 40.03012, -75.03562 40.03068, -75.03574 40.03082, -75.03606 40.03121, -75.03648 40.03173, -75.03691 40.03225, -75.03733 40.03278, -75.03775 40.03331, -75.03819 40.03383, -75.03862 40.03435, -75.03905 40.03488, -75.03947 40.0354, -75.04002 40.03608, -75.04034 40.03646, -75.04045 40.03654, -75.04086 40.03676, -75.04067 40.03683)))"
42,101,033300,42101033300,333,Census Tract 333,G5020,S,1073385,0,40.0550625,-75.044266,"Census Tract 333, Philadelphia County, Pennsylvania",3790,1625,175,49505,1076,160,0,93,180,642,261,NA,91,435,3269,3269,1519,1023,75,58,259,7,13,416,2615,434,509,0,1379,95,44,283,251,0.024538259,0.047493404,0.16939314,0.068865435,0.098461538,0.024010554,0.114775726,0.727452271,0.21724819,0.109762533,0.689973615,0.114511873,0,0.107692308,0.848615385,0.058461538,0.201230769,0.066226913,"MULTIPOLYGON (((-75.05146 40.05075, -75.05138 40.05158, -75.05126 40.05207, -75.05112 40.05236, -75.05101 40.05258, -75.05082 40.05291, -75.05062 40.05315, -75.05035 40.05347, -75.04951 40.05432, -75.04943 40.05438, -75.04858 40.05523, -75.04829 40.05554, -75.047 40.05682, -75.04586 40.05796, -75.04482 40.05899, -75.04451 40.05936, -75.04444 40.05946, -75.04439 40.05954, -75.04375 40.06096, -75.04359 40.06133, -75.04343 40.06171, -75.04326 40.06206, -75.04309 40.06246, -75.04259 40.06357, -75.04206 40.06472, -75.04191 40.06468, -75.04174 40.06466, -75.04162 40.06455, -75.03908 40.06167, -75.03892 40.06143, -75.03854 40.06086, -75.03864 40.05863, -75.03865 40.05841, -75.03859 40.05771, -75.03859 40.05769, -75.03866 40.05671, -75.03872 40.05644, -75.03884 40.05622, -75.03945 40.05529, -75.04 40.05441, -75.04004 40.05425, -75.04006 40.05408, -75.04003 40.05389, -75.04 40.05374, -75.04 40.05362, -75.04005 40.05343, -75.04025 40.05316, -75.04132 40.052, -75.04152 40.05176, -75.04153 40.05153, -75.04152 40.05129, -75.0415 40.05102, -75.04153 40.05082, -75.04163 40.05058, -75.04178 40.05036, -75.04193 40.0502, -75.04208 40.0501, -75.04228 40.04999, -75.04515 40.04885, -75.04668 40.04826, -75.04703 40.04811, -75.04737 40.04804, -75.04761 40.04801, -75.04796 40.04802, -75.04823 40.04805, -75.04851 40.04812, -75.04875 40.04821, -75.05041 40.04915, -75.05046 40.0492, -75.05075 40.04908, -75.05084 40.04906, -75.05106 40.04902, -75.05105 40.04907, -75.05094 40.05022, -75.05129 40.05034, -75.0515 40.05046, -75.05146 40.05075)))"
42,101,033400,42101033400,334,Census Tract 334,G5020,S,1136240,0,40.0536218,-75.0531814,"Census Tract 334, Philadelphia County, Pennsylvania",5676,2107,79,49748,1913,92,217,55,246,818,502,NA,646,559,5422,5422,1977,985,148,78,457,0,0,1222,2680,1396,1354,533,1700,610,243,217,346,0.009689922,0.043340381,0.144115574,0.088442565,0.043663977,0.113812544,0.098484848,0.573090541,0.270612038,0.215292459,0.472163495,0.245947851,0.393648449,0.037494067,0.806834362,0.289511153,0.218319886,0.060958421,"MULTIPOLYGON (((-75.06034 40.05132, -75.06006 40.05163, -75.05947 40.05225, -75.05887 40.05287, -75.05857 40.05319, -75.05828 40.05348, -75.05799 40.05381, -75.05773 40.0541, -75.05745 40.05438, -75.05712 40.05472, -75.05658 40.05532, -75.05647 40.05543, -75.05594 40.05599, -75.05534 40.05661, -75.05474 40.05725, -75.05415 40.05787, -75.05357 40.05848, -75.053 40.0591, -75.05241 40.05974, -75.05201 40.06006, -75.05192 40.06042, -75.05186 40.0613, -75.05168 40.06302, -75.05168 40.06308, -75.05151 40.06298, -75.05072 40.06252, -75.05009 40.06216, -75.04832 40.06118, -75.0463 40.06004, -75.04623 40.06001, -75.04617 40.05998, -75.04552 40.05966, -75.04499 40.05937, -75.04489 40.05936, -75.04484 40.05935, -75.04477 40.05935, -75.04463 40.05934, -75.04457 40.05935, -75.04451 40.05936, -75.04482 40.05899, -75.04586 40.05796, -75.047 40.05682, -75.04829 40.05554, -75.04858 40.05523, -75.04943 40.05438, -75.04951 40.05432, -75.05035 40.05347, -75.05062 40.05315, -75.05082 40.05291, -75.05101 40.05258, -75.05112 40.05236, -75.05126 40.05207, -75.05138 40.05158, -75.05146 40.05075, -75.0515 40.05046, -75.0515 40.05021, -75.05154 40.04964, -75.0516 40.04898, -75.05163 40.04871, -75.05169 40.04821, -75.0518 40.04777, -75.05195 40.04744, -75.05217 40.04707, -75.05226 40.04695, -75.05245 40.04673, -75.05395 40.04531, -75.05396 40.0453, -75.05465 40.04465, -75.05572 40.04526, -75.05638 40.04564, -75.05671 40.04583, -75.05705 40.04603, -75.05737 40.04621, -75.05773 40.04641, -75.05807 40.04663, -75.05837 40.0468, -75.05994 40.04775, -75.05828 40.04969, -75.06065 40.051, -75.06034 40.05132)))"
42,101,033800,42101033800,338,Census Tract 338,G5020,S,1400214,0,40.0626481,-75.073644,"Census Tract 338, Philadelphia County, Pennsylvania",6903,2643,0,64940,2258,176,0,95,445,1010,548,NA,238,1011,6903,6903,2483,1505,162,30,432,0,42,958,4868,434,1442,0,2249,327,95,288,1283,0.013762132,0.064464725,0.146313197,0.079385774,0.066590995,0.034477763,0.146458062,0.671365284,0.202980266,0.13878024,0.705200637,0.062871215,0,0,0.850926977,0.123723042,0.144911086,0.18586122,"MULTIPOLYGON (((-75.08557 40.06269, -75.0853 40.06285, -75.08503 40.06301, -75.08475 40.06316, -75.08446 40.0633, -75.08416 40.06344, -75.08387 40.06357, -75.08352 40.06372, -75.08348 40.06374, -75.08341 40.06377, -75.08327 40.06383, -75.08297 40.06395, -75.08266 40.06406, -75.08235 40.06417, -75.08203 40.06428, -75.08172 40.06438, -75.0814 40.06449, -75.08109 40.06459, -75.08013 40.06488, -75.07918 40.06518, -75.07835 40.06543, -75.07727 40.06576, -75.07718 40.06578, -75.07703 40.06583, -75.07624 40.06609, -75.07484 40.06654, -75.0727 40.06723, -75.07087 40.06782, -75.07023 40.06802, -75.06992 40.06812, -75.0696 40.06823, -75.0693 40.06835, -75.06899 40.06847, -75.06869 40.06859, -75.06839 40.06872, -75.06809 40.06885, -75.06784 40.06896, -75.06736 40.06873, -75.06586 40.06784, -75.0658 40.0678, -75.06446 40.06701, -75.06406 40.06677, -75.06354 40.06645, -75.06304 40.06614, -75.06362 40.06553, -75.06449 40.06459, -75.06477 40.06431, -75.06481 40.06427, -75.0651 40.06395, -75.06539 40.06364, -75.06569 40.06333, -75.06648 40.06248, -75.06652 40.06244, -75.0669 40.0621, -75.06692 40.06207, -75.06807 40.06082, -75.06876 40.06005, -75.06922 40.05958, -75.07042 40.05835, -75.07159 40.0571, -75.07326 40.05533, -75.07409 40.05582, -75.07503 40.05636, -75.07673 40.05735, -75.07778 40.05792, -75.07807 40.0581, -75.07876 40.0585, -75.07961 40.05899, -75.07965 40.05902, -75.08051 40.05953, -75.0814 40.06003, -75.08228 40.06055, -75.0831 40.06102, -75.08352 40.06127, -75.08383 40.06147, -75.08478 40.06204, -75.08573 40.06259, -75.08557 40.06269)))"
42,101,033900,42101033900,339,Census Tract 339,G5020,S,1140699,0,40.0685547,-75.0873392,"Census Tract 339, Philadelphia County, Pennsylvania",2962,1444,89,52841,1023,241,0,102,564,573,204,NA,165,297,2962,2962,1208,567,71,6,339,0,0,1000,1522,360,486,20,1152,118,6,260,220,0.034436192,0.190411884,0.193450371,0.068872384,0.166897507,0.055705604,0.100270088,0.528145695,0.285596026,0.337609723,0.513841999,0.1215395,0.041152263,0.061634349,0.797783934,0.081717452,0.184210526,0.074274139,"MULTIPOLYGON (((-75.09673 40.06899, -75.09621 40.06949, -75.09518 40.0705, -75.09384 40.07183, -75.09365 40.07175, -75.09312 40.07233, -75.09154 40.0739, -75.09032 40.07511, -75.08938 40.07455, -75.08803 40.0738, -75.08773 40.07364, -75.08679 40.07311, -75.08605 40.07269, -75.08529 40.07228, -75.08504 40.07214, -75.08444 40.07198, -75.08415 40.07182, -75.08325 40.07121, -75.08188 40.07043, -75.08124 40.07007, -75.07966 40.0692, -75.08027 40.0686, -75.08097 40.06797, -75.0789 40.06683, -75.07805 40.06636, -75.07789 40.06623, -75.07772 40.06603, -75.07767 40.06597, -75.07749 40.0659, -75.07734 40.06584, -75.07718 40.06578, -75.07727 40.06576, -75.07835 40.06543, -75.07918 40.06518, -75.08013 40.06488, -75.08109 40.06459, -75.0814 40.06449, -75.08172 40.06438, -75.08203 40.06428, -75.08235 40.06417, -75.08266 40.06406, -75.08297 40.06395, -75.08327 40.06383, -75.08341 40.06377, -75.08348 40.06374, -75.08352 40.06372, -75.08387 40.06357, -75.08416 40.06344, -75.08446 40.0633, -75.08475 40.06316, -75.08503 40.06301, -75.0853 40.06285, -75.08557 40.06269, -75.08573 40.06259, -75.08657 40.06309, -75.08699 40.06332, -75.08706 40.06336, -75.08742 40.0636, -75.08787 40.06385, -75.08806 40.06396, -75.08876 40.06434, -75.08891 40.06443, -75.08927 40.06464, -75.08938 40.0647, -75.08952 40.06479, -75.08975 40.06492, -75.09037 40.06529, -75.09178 40.06611, -75.09192 40.06619, -75.09322 40.06694, -75.09495 40.06795, -75.09646 40.06883, -75.09663 40.06893, -75.09673 40.06899)))"
42,101,034000,42101034000,340,Census Tract 340,G5020,S,763894,729,40.0711759,-75.0735007,"Census Tract 340, Philadelphia County, Pennsylvania",2970,1202,11,94545,1187,58,48,20,218,264,120,NA,34,471,2948,2948,1213,936,40,0,119,0,0,125,2543,129,540,66,1106,3,0,56,572,0.006734007,0.073400673,0.088888889,0.04040404,0.048252912,0.011447811,0.158585859,0.804616653,0.098103875,0.042087542,0.856228956,0.043434343,0.122222222,0.009151414,0.920133111,0.00249584,0.046589018,0.192592593,"MULTIPOLYGON (((-75.08027 40.0686, -75.07966 40.0692, -75.07904 40.0698, -75.07842 40.07041, -75.07788 40.07097, -75.07782 40.07103, -75.0772 40.07163, -75.07664 40.07218, -75.07652 40.07228, -75.0759 40.07288, -75.07528 40.07349, -75.07476 40.07401, -75.07472 40.07405, -75.07348 40.07526, -75.07286 40.07585, -75.07224 40.07646, -75.07163 40.07708, -75.07101 40.07768, -75.06946 40.0768, -75.06855 40.07628, -75.06791 40.07598, -75.06772 40.07582, -75.06762 40.07576, -75.06756 40.07567, -75.06733 40.0755, -75.06782 40.0741, -75.06896 40.07236, -75.06896 40.07231, -75.06898 40.07202, -75.06886 40.07185, -75.06923 40.0715, -75.06981 40.07086, -75.07041 40.07022, -75.06892 40.0695, -75.06784 40.06896, -75.06809 40.06885, -75.06839 40.06872, -75.06869 40.06859, -75.06899 40.06847, -75.0693 40.06835, -75.0696 40.06823, -75.06992 40.06812, -75.07023 40.06802, -75.07087 40.06782, -75.0727 40.06723, -75.07484 40.06654, -75.07624 40.06609, -75.07703 40.06583, -75.07718 40.06578, -75.07734 40.06584, -75.07749 40.0659, -75.07767 40.06597, -75.07772 40.06603, -75.07789 40.06623, -75.07805 40.06636, -75.0789 40.06683, -75.08097 40.06797, -75.08027 40.0686)))"
42,101,034100,42101034100,341,Census Tract 341,G5020,S,1338392,0,40.0763658,-75.0806955,"Census Tract 341, Philadelphia County, Pennsylvania",5606,2657,93,63998,1846,218,0,75,271,1170,434,NA,327,688,5606,5606,2091,1228,283,37,210,0,0,336,4033,389,922,70,2472,135,60,206,843,0.013378523,0.048341063,0.208704959,0.077417053,0.082047422,0.05833036,0.122725651,0.722620756,0.118125299,0.059935783,0.719407777,0.069389939,0.075921909,0.035001882,0.930372601,0.050809183,0.100112909,0.150374599,"MULTIPOLYGON (((-75.09019 40.07524, -75.08983 40.0756, -75.08909 40.07637, -75.0879 40.07761, -75.08691 40.07865, -75.08686 40.07863, -75.08445 40.08095, -75.08342 40.08195, -75.08246 40.08288, -75.08213 40.08311, -75.07885 40.08205, -75.07787 40.0815, -75.07712 40.08108, -75.07626 40.0806, -75.07596 40.08044, -75.07463 40.07969, -75.07371 40.07918, -75.07301 40.07878, -75.07101 40.07768, -75.07163 40.07708, -75.07224 40.07646, -75.07286 40.07585, -75.07348 40.07526, -75.07472 40.07405, -75.07476 40.07401, -75.07528 40.07349, -75.0759 40.07288, -75.07652 40.07228, -75.07664 40.07218, -75.0772 40.07163, -75.07782 40.07103, -75.07788 40.07097, -75.07842 40.07041, -75.07904 40.0698, -75.07966 40.0692, -75.08124 40.07007, -75.08188 40.07043, -75.08325 40.07121, -75.08415 40.07182, -75.08444 40.07198, -75.08504 40.07214, -75.08529 40.07228, -75.08605 40.07269, -75.08679 40.07311, -75.08773 40.07364, -75.08803 40.0738, -75.08938 40.07455, -75.09032 40.07511, -75.09019 40.07524)))"
42,101,034200,42101034200,342,Census Tract 342,G5020,S,1237805,0,40.0842604,-75.0718235,"Census Tract 342, Philadelphia County, Pennsylvania",3706,1738,121,58854,1100,27,0,22,142,615,504,NA,187,507,3584,3584,1278,874,102,0,56,29,0,737,2592,602,669,133,1539,196,102,189,315,0.005936319,0.038316244,0.165947113,0.135995683,0.015535098,0.050458716,0.136805181,0.786384977,0.043818466,0.198866703,0.699406368,0.162439288,0.198804185,0.069620253,0.885500575,0.112773303,0.167433832,0.084997302,"MULTIPOLYGON (((-75.08246 40.08288, -75.08165 40.08367, -75.08119 40.08412, -75.07891 40.08523, -75.07881 40.08528, -75.0778 40.08577, -75.07643 40.08719, -75.07642 40.08721, -75.07639 40.08723, -75.07639 40.08723, -75.07637 40.08725, -75.07636 40.08727, -75.07625 40.08738, -75.07621 40.08742, -75.07458 40.0891, -75.07456 40.08912, -75.07137 40.09243, -75.07128 40.09252, -75.07127 40.09253, -75.07117 40.09264, -75.07101 40.0928, -75.07071 40.09311, -75.06946 40.09441, -75.0685 40.09457, -75.06843 40.09454, -75.06831 40.09444, -75.06824 40.09438, -75.06819 40.09434, -75.06808 40.09424, -75.06779 40.09402, -75.0675 40.09379, -75.06716 40.09353, -75.0668 40.09325, -75.06636 40.09293, -75.06601 40.0926, -75.06614 40.09242, -75.06672 40.09195, -75.06695 40.09176, -75.06768 40.09129, -75.0688 40.09058, -75.06927 40.09031, -75.06942 40.09023, -75.06945 40.09021, -75.0695 40.09018, -75.07218 40.08852, -75.07255 40.08831, -75.07315 40.08807, -75.07335 40.08799, -75.07349 40.08793, -75.07362 40.08791, -75.07388 40.08773, -75.07407 40.08758, -75.07416 40.08748, -75.07418 40.08746, -75.07426 40.08737, -75.07443 40.08709, -75.07448 40.08685, -75.07449 40.08679, -75.07278 40.08687, -75.07169 40.08698, -75.07092 40.08687, -75.07034 40.08667, -75.06877 40.08534, -75.06824 40.08503, -75.06461 40.08486, -75.064 40.08496, -75.0632 40.08487, -75.06229 40.08448, -75.06238 40.08441, -75.06245 40.08437, -75.06392 40.08337, -75.06547 40.0823, -75.06675 40.0814, -75.06688 40.08132, -75.06702 40.08122, -75.06709 40.08117, -75.06792 40.0806, -75.06828 40.08035, -75.06846 40.08016, -75.0676 40.0788, -75.0662 40.07793, -75.06627 40.07754, -75.0672 40.07588, -75.06733 40.0755, -75.06756 40.07567, -75.06762 40.07576, -75.06772 40.07582, -75.06791 40.07598, -75.06855 40.07628, -75.06946 40.0768, -75.07101 40.07768, -75.07301 40.07878, -75.07371 40.07918, -75.07463 40.07969, -75.07596 40.08044, -75.07626 40.0806, -75.07712 40.08108, -75.07787 40.0815, -75.07885 40.08205, -75.08213 40.08311, -75.08246 40.08288)))"
